Group,Course Name,Course Code
B.A Economics,The Economic Way of Looking at Life,ECON 414
B.A Economics,The Economics of Global Climate Change,ECON 415
B.A Economics,The Economics of Uncertainty,ECON 417
B.A Economics,A Comparative and Cost-Benefit Analysis of State Government Activities,ECON 418
B.A Economics,Analysis of Economic Data,ECON 421
B.A Economics,Applying Monetary Theory and Monetary History,ECON 422
B.A Economics,Income Distribution,ECON 424
B.A Economics,Economics of Public Expenditures,ECON 425
B.A Economics,Economics of Energy and Energy Security,ECON 428
B.A Economics,Public Finance and Fiscal Policy,ECON 429
B.A Economics,Regional Economic Analysis,ECON 430
B.A Economics,Urban Economics,ECON 432
B.A Economics,Advanced International Trade Theory and Policy,ECON 433
B.A Economics,International Finance and Open Economy Macroeconomics,ECON 434
B.A Economics,Economics of Discrimination,ECON 436
B.A Economics,Multinationals and the Globalization of Production,ECON 437
B.A Economics,Winners and Losers from Globalization,ECON 438
B.A Economics,Economics of Technology Diffusion,ECON 439
B.A Economics,Trade and Labor Markets,ECON 440
B.A Economics,Managerial Economics,ECON 442
B.A Economics,Economics of Law and regulation,ECON 443
B.A Economics,Economics and Corporation,ECON 444
B.A Economics,Health Economics,ECON 445
B.A Economics,Economics of Industry Evolution,ECON 446
B.A Economics,Economics of Sports,ECON 447
B.A Economics,Economics of Auctions and Procurements,ECON 448
B.A Economics,Economics of Collusion,ECON 449
B.A Economics,The Business Cycle,ECON 450
B.A Economics,Monetary Theory and Policy,ECON 451
B.A Economics,Economics of the Financial Crisis,ECON 452
B.A Economics,Financial Crises,ECON 452W
B.A Economics,Monopolization and Vertical Restraints,ECON 453
B.A Economics,Economics of Mergers,ECON 454
B.A Economics,Economics of the Internet,ECON 455
B.A Economics,Economics of Organizations,ECON 457
B.A Economics,Issues in Sports Economics,ECON 460
B.A Economics,Economic Dempgraphy,ECON 463
B.A Economics,Cross Sectional Econometrics,ECON 465
B.A Economics,Panel Data Models,ECON 466
B.A Economics,International Trade and Finance,ECON 470
B.A Economics,Growth and Development,ECON 471
B.A Economics,Transition to Market Economies,ECON 472
B.A Economics,"China in the Global Economy: History, Culture and Society",ECON 473
B.A Economics,Migration and Development,ECON 475
B.A Economics,The Economics of Ferility in the Developing World,ECON 476
B.A Economics,Labor Markets in Developing Countries,ECON 477
B.A Economics,Incomplete Markets,ECON 478
B.A Economics,Economics of Matching,ECON 479
B.A Economics,Mathematical Economics,ECON 480
B.A Economics,Business Forecasting Techniques,ECON 481
B.A Economics,Economic Forecasting,ECON 483
B.A Economics,Rconometric Techniques,ECON 485
B.A Economics,Thesis,ECON 489
B.A Economics,Introduction to Econometrics,ECON 490
B.A Economics,Research Project,ECON 494
B.A Economics,Reading in Economics,ECON 496A
B.A Economics,Econoc Research on NASCAR Driver Performance,ECON 496B
B.A Economics,International Economic Analysis of Italy,ECON 496C
B.A Economics,Topics in Industrial Organization,ECON 497A
B.A Economics,Topics in Law and Economics,ECON 497B
B.A Economics,Housing Markets and Housing Policy,ECON 497C
B.A Economics,Sports Economics,ECON 497D
BSc. Economics,Introductory Microeconomics Analysis and Policy,ECON 102
BSc. Economics,Introductory Macroeconomics Analysis and Policy,ECON 104
BSc. Economics,Statistical Soundations for Econometrics,ECON 106
BSc. Economics,Intermediate Microeconomics Analysis,ECON 302
BSc. Economics,Intermediate Macroeconomics Analysis,ECON 304
BSc. Economics,Introduction to Econometrics,ECON 306
BSc. Economics,Techniques of Calculus 1,MATH 110
BSc. Economics,Calculus with Analytic Geometry 1,MATH 140
BSc. Economics,Untroduction to C++ Programming,CMPSC 101
BSc. Economics,Introduction to Spreadsheets and Databases,CMPSC 203
BSc. Economics,Labor Economics,ECON 315
BSc. Economics,International Economics,ECON 333
BSc. Economics,Money and Banking,ECON 351
BSc. Economics,Economics of Public Expenditures,ECON 425
BSc. Economics,Advanced International Trade Theory and Policy,ECON 433
BSc. Economics,International Finance and Open Economy Macroeconomics,ECON 434
BSc. Economics,Growth and Development,ECON 471
Electrical Engineering,Design Tools,EE 200
Electrical Engineering,Circuits and Devices,EE 210
Electrical Engineering,Electrical Circuits and Power Distribution,EE 211
Electrical Engineering,Introduction to Electronic Measuring Systems,EE 212
Electrical Engineering,Design Process,EE 300
Electrical Engineering,Electronic Circuit Design 1,EE 310
Electrical Engineering,Electronic Circuit Design 2,EE 311
Electrical Engineering,Electronical Circuit Analysis,EE 312
Electrical Engineering,Electronic Circuit Design 2,EE 313W
Electrical Engineering,Signals and Circuits 2,EE 314
Electrical Engineering,Electrical Signals and Circuits with Lab,EE 315
Electrical Engineering,Introduction to Embedded Microcontrollers,EE 316
Electrical Engineering,Introduction to Electro-Optical Engineering,EE 320
Electrical Engineering,Engineering Electromagnetics,EE 330
Electrical Engineering,Electromagnetics Fields and Waves,EE 331
Electrical Engineering,Introduction to Nanoelectronics,EE 340
Electrical Engineering,Semiconductor Device Principles,EE 341
Electrical Engineering,Continuous-Time Linear Systems,EE 350
Electrical Engineering,Discrete-Time Linear Systems,EE 351
Electrical Engineering,Signals and Systems: Continuous and Discrete-Time,EE 352
Electrical Engineering,Signals and Systems: Continuous and Discrete-Time,EE 353
Electrical Engineering,Communications Systems 1,EE 360
Electrical Engineering,Communications Networks,EE 362
Electrical Engineering,Introduction to Linear Control Systems,EE 380
Electrical Engineering,Signals and Controls Laboratory,EE 383
Electrical Engineering,Energy Conversion,EE 387
Electrical Engineering,Engineering Design Concepts,EE 400
Electrical Engineering,Electrical Design Projects,EE 401
Electrical Engineering,Capstone Design,EE 403
Electrical Engineering,Capstone Proposal Preparation,EE 405
Electrical Engineering,Electrical Engineering Capstone Design,EE 406
Electrical Engineering,Linear Electronic Design,EE 410
Electrical Engineering,Power Electronics,EE 413
Electrical Engineering,Digital Integrated Circuits,EE 416
Electrical Engineering,Digital Design Using Field Programmable Devices,EE 417
Electrical Engineering,Electro-Optics: Principles and Devices,EE 420
Electrical Engineering,Optical Fiber Communications,EE 421
Electrical Engineering,Optical Engineering Laboratory,EE 422
Electrical Engineering,Principles and Applications of Lasers,EE 424
Electrical Engineering,Principles of Electromagnetic Fields,EE 430
Electrical Engineering,RF and Microwave Engineering,EE 432
Electrical Engineering,Antenna Engineering,EE 438
Electrical Engineering,Radiowave Propagation in Communications,EE 439
Electrical Engineering,Semiconductor Integrated Circuit Technology,EE 441
Electrical Engineering,Solid State Devices,EE 442
Electrical Engineering,Fundamentals of Digital Signal Processing,EE 453
Electrical Engineering,Fundamentals of Computer Vision,EE 454
Electrical Engineering,An Introduction to Digital Image Processing,EE 455
Electrical Engineering,Introduction to Neural Networks,EE 456
Electrical Engineering,Digital Image Processing and Computer Vision,EE 458
Electrical Engineering,Communication Systems 2,EE 460
Electrical Engineering,Communications 1,EE 461
Electrical Engineering,Introduction to Software-Defined Radio,EE 466
Electrical Engineering,Introduction to Plasmas,EE 471
Electrical Engineering,Space Astronomy and Introduction to Space Science,EE 472
Electrical Engineering,Satellite Communication Systems,EE 474
Electrical Engineering,Fundamentals of Remote Sensing Systems,EE 477
Electrical Engineering,Linear Systems: Time Domain and Trasform Analysis,EE 480
Electrical Engineering,Control Systems,EE 481
Electrical Engineering,Introduction to Digital Control Systems,EE 482
Electrical Engineering,Introduction to Automation and Robotics Systems,EE 483
Electrical Engineering,Control System Design,EE 484
Electrical Engineering,Energey Systems and Conversion,EE 485
Electrical Engineering,Electric Machinery and Drivers,EE 487
Electrical Engineering,Power Systems Analysis 1,EE 488
Electrical Engineering,Power Systems Analysis 2,EE 489
Electrical Engineering,Senior Thesis,EE 494
Electrical Engineering,Introduction to Signal Integrity for Interconnects,EE 497A
Electrical Engineering,Applications of IC-Based Design,EE 497B
Electrical Engineering,"Applications of Optics in Communications, Lighting and Power",EE 497C
Electrical Engineering,Calculus with Analytical Geometry 1,MATH 140
Electrical Engineering,Mechanics,PHYS 211
Electrical Engineering,Rethoric and Composition,ENGL 15
Electrical Engineering,Chemical Principles,CHEM 110
Electrical Engineering,Experimental Chemistry,CHEM 111
Electrical Engineering,Calculus with Analytical Geometry 2,MATH 141
Electrical Engineering,Electricity and Magnetism,PHYS 212
Electrical Engineering,Engineering Design,EDSGN 100
Electrical Engineering,Programming with C++,CMPSC 201
Electrical Engineering,Microoeconomics,ECON 102
Electrical Engineering,Macroeconomics,ECON 104
Electrical Engineering,Logic Design: Theory and Practice,CMPEN 270
Electrical Engineering,Matrices,MATH 220
Electrical Engineering,Ordinary Differential Equations,MATH 250
Electrical Engineering,Fluids Thermal Physics,PHYS 213
Electrical Engineering,Waves and Quantum Physics,PHYS 214
Electrical Engineering,Calculus and Veector Analysis,MATH 230
Electrical Engineering,Effective Speech,CAS 100
Electrical Engineering,Computer Organization and Design ,CMPEN 331
Electrical Engineering,VLSI Digital Circuits,CMPEN 411
Electrical Engineering,Introduction to Computer Architecture,CMPEN 431
Electrical Engineering,Logical Design of Digital Systems,CMPEN 471
Electrical Engineering,Microprocessors and Embedded Systems,CMPEN 472
Electrical Engineering,Introduction to Programming Techniques,CMPSC 121
Electrical Engineering,Intermediate Programming,CMPSC 122
Electrical Engineering,Object Oriented Programming,CMPSC 221
Electrical Engineering,Introduction to System Programming,CMPSC 311
Electrical Engineering,Introduction to Artificial Intelligence,CMPSC 442
Electrical Engineering,Concurrent Scientific Programming,CMPSC 450
Electrical Engineering,Numerical Computations,CMPSC 451
Electrical Engineering,Introduction to Numerical Analysis,CMPSC 455
Electrical Engineering,Industrial Robot Applications,ME 456/ IE 456
Electrical Engineering,Fundamentals of Electrical and Illumination Systems for Building,AE 311
Electrical Engineering,Solar Energy Building System Design,AE 456
Electrical Engineering,Introduction to Nuclear Engineering,NUC E 401
English,Understanding Literature,ENGL 001
English,The Great Traditions in English Literature,ENGL 002
English,The Great Traditions in American Literature,ENGL 003
English,Basic Writing Skills,ENGL 004
English,Writing Tutorial,ENGL 005
English,Creative Writing Common Time,ENGL 006
English,Rhetoric and Composition,ENGL 015
English,Honors Freshman Composition,ENGL 030
English,Introduction to Creative Writing,ENGL 050
English,First Year Seminar in English,ENGL 083
English,Australian/New Zealand Cultural Perspectives,ENGL 088
English,English Language Analysis,ENGL 100
English,The Great Traditions in American Literature,ENGL 103
English,The Bible as Literature,ENGL 104
English,American Popular Culture and Folklife,ENGL 105
English,Newswriting Practicum,ENGL 110
English,The Possibilities of English,ENGL 111
English,Pennsylvania Literature,ENGL 112
English,The Holocaust in Film and Literature,ENGL 128
English,Shakespeare,ENGL 129
English,Reading Popular Texts,ENGL 130
English,Jewish American Literature,ENGL 132
English,Introduction to Kewish American Literature,ENGL 132U
English,Modern American Literature to World War 2,ENGL 133
English,American Comedy,ENGL 134
English,Alternative Voices in American Literature,ENGL 135
English,The Graphic Novel,ENGL 136
English,Rhetoric and Civil Life 1,ENGL 137
English,Rhetoric and Civil Life 2,ENGL 138
English,Black American Literature,ENGL 139
English,Contemporary Literature,ENGL 140
English,Modern Irish Literature,ENGL 145
English,Exploring the Literature of Food: Current Trends in American Food Writing ,ENGL 179
English,Literature and the Natural World,ENGL 180
English,Adventure Literature: Exploring the Chesapeake Bay,ENGL 181A
English,Adventure Literature: Exploring Cape Cod,ENGL 181B
English,The Beach: Exploring the Literature of the Atlantic Shore,ENGL 181C
English,Adventure Literature: Exploring the Literature of American Wilderness,ENGL 181D
English,Literature and Empire,ENGL 182
English,The Short Story,ENGL 184
English,World Novel,ENGL 185
English,Modern Drama,ENGL 189
English,Science Fiction,ENGL 191
English,The Literature of Fantasy,ENGL 192
English,Women Writers,ENGL 194
English,Introduction to American Folklore,ENGL 196
English,Empire Strikes Back: African Literature and Coolonial Legacy,ENGL 197A
English,Rhetoric of the Civil Rights Movement: The Issues,ENGL 197H
English,Introduction to Critical Reading,ENGL 200
English,What is Literature,ENGL 201
English,Effective Writing: Writing in the Social Sciences,ENGL 202A
English,Effective Writing: Writing in the Humanities,ENGL 202B
English,Effective Writing: Thecnical Writing,ENGL 202C
English,Effective Writing: Business Writing,ENGL 202D
English,Writing in the Humanities: Adult Literacy,ENGL 202H
English,Journal and Magazine Practicum,ENGL 209
English,The Process of Writing,ENGL 210
English,Introduction to Writing Studies,ENGL 211
English,Introduction to Fiction Writing,ENGL 212
English,Introduction to Poetry Writing,ENGL 213
English,Introduction to Creative Nonfiction Writing,ENGL 214
English,Introduction to Article Writing,ENGL 215
English,British Literature to 1798,ENGL 221
English,British Literarure from 1798,ENGL 222
English,Sexuality and Modern Visual Culture,ENGL 225
English,Latina and Latino Border Theories,ENGL 226
English,Introduction to Culture and Sexuality,ENGL 227
English,Introduction to Disability Studies in the Humanities,ENGL 228
English,Digital Studies,ENGL 229
English,American Literature to 1865,ENGL 231
English,American Literature from 1865,ENGL 232
English,Chemistry and Literature,ENGL 233
English,"Sports, Ethics and Literature",ENGL 234
English,From Folk Shouts and Songs to Hip Hop Poetry,ENGL 235
English,Exploring Literary Traditions,ENGL 240
English,Introduction to Lesbian and Gay Studies,ENGL 245
English,Peer Tutoring in Writing,ENGL 250
English,Exploring Literary Forms,ENGL 261
English,Reading Fiction,ENGL 262
English,Reading Poetry,ENGL 263
English,Reading Nonfiction,ENGL 265
English,Reading Drama,ENGL 268
English,Television Script Writing,ENGL 281
English,African American Read-in-Service Learning,ENGL 297A
English,Genetics and Literature,ENGL 297B
English,Exploring the Literature of American Wilderness,ENGL 297C
English,Uncle Tom's Cabin,ENGL 297D
English,Practicum in Film Making- Part 2,ENGL 297E
English,Instanbul: Orientalism and the Other,ENGL 297H
English,"Shakespeare in England-British Culture, Art and History",ENGL 298A
English,Special Topics Community Based Education,ENGL 298H
English,Honors Seminar in English: Literature Before 1800,ENGL 301
English,Honors Seminar in English: Literature After 1800,ENGL 302
English,Honors Seminar in English: American Literature and Culture,ENGL 303
English,Honors Seminar in English: Creative Writing,ENGL 304
English,Honors Thesis in English,ENGL 310
English,The Canon and Its Critics,ENGL 311
English,Globality and Literature,ENGL 312
English,"Authors, Texts, Contexts",ENGL 400
English,Studies in Genre,ENGL 401
English,Creative Writing Theory,ENGL 401W
English,Literature and Society,ENGL 402
English,Literature and Culture,ENGL 403
English,"Mapping Identity, Difference and Place",ENGL 404
English,Taking Shakespeare From Page to Page,ENGL 405
English,History of English Language,ENGL 407
English,Composition Theory and Practice for Teachers,ENGL 409
English,Advanced Fiction Writing,ENGL 412
English,Advanced Poetry Writing,ENGL 413
English,Biographical Writing,ENGL 414
English,Advanced Nonfiction Writing,ENGL 415
English,Science Writing,ENGL 416
English,The Editorial Process,ENGL 417
English,Advanced Technical Writing and Editing,ENGL 418
English,Advanced Business Writing,ENGL 419
English,Writing for the Web,ENGL 420
English,Advanced Expository Writing,ENGL 421
English,Fiction Workshop,ENGL 422
English,Poetry Writing Workshop,ENGL 423
English,Creative Writing and the Natural World,ENGL 424
English,Nonfiction Workshop,ENGL 425
English,"Chicana and Chicano Cultural Production: Literature, Film, Music",ENGL 426
English,Topics in Jewish American Literature,ENGL 427
English,Asian American Literatures,ENGL 428
English,New Media and Literature,ENGL 429
English,The American Renaissance,ENGL 430
English,Black American Writers,ENGL 431
English,The American Novel to 1900,ENGL 432
English,The American Novel: 1900-1945,ENGL 433
English,Topics in American Literature,ENGL 434
English,The American Short Story,ENGL 435
English,American Fiction Since 1945,ENGL 436
English,The Poet in America,ENGL 437
English,American Drama,ENGL 438
English,American Nonfiction Prose,ENGL 439
English,Studies in Shakespeare,ENGL 440
English,Chaucer,ENGL 441
English,Medieval English Literature,ENGL 442
English,The English Renaissance,ENGL 443
English,Shakespeare,ENGL 444
English,Shakespeare's Contemporaries,ENGL 445
English,Milton,ENGL 446
English,The Restoration and the 18th Century,ENGL 447
English,The English Novel to Jane Austen,ENGL 448
English,Women Poets,ENGL 449
English,The Romantics,ENGL 450
English,Literary Modernism in English,ENGL 451
English,The Victorians,ENGL 452
English,Victorian Model,ENGL 453
Finance,Introduction to Finance,FIN 100
Finance,Personal Finance,FIN 108
Finance,Corporate Finance,FIN 301
Finance,Indroductory Financial Modeling,FIN 302
Finance,Financial Management of the Business Enterprise,FIN 305
Finance,Investment Valuation,FIN 306
Finance,Personal Financial Planning,FIN 330
Finance,Insurance Planning,FIN 340
Finance,Nittany Lion Fund - Associate Fund Manager Practicum,FIN 395
Finance,Advanced Financial Management,FIN 405
Finance,Security Analysis and Portfolio Management,FIN 406
Finance,Multinational Financial Management,FIN 407
Finance,Financial Markets and Institutions,FIN 408
Finance,Real Estate Finance and Investment,FIN 409
Finance,Speculative Markets,FIN 410
Finance,Commercial Bank Management,FIN 412
Finance,Risk Management of Financial Institutions,FIN 413
Finance,Financial Trading and Applications,FIN 414
Finance,Advanced Financial Modeling,FIN 415
Finance,Introduction to Energy Finance,FIN 418
Finance,Advanced Energy Finance,FIN 419
Finance,Investment and Portfolio Analysis,FIN 420
Finance,Derivative Securities,FIN 427
Finance,Estate Planning,FIN 430
Finance,Retirement Planning,FIN 450
Finance,Intermediate Financial Management,FIN 451
Finance,International Capital Markets,FIN 456
Finance,Real Estate Financial Analysis,FIN 460
Finance,Portfolio Management and Analysis,FIN 461
Finance,Real Estate and Capital Markets,FIN 470 / R M 470
Finance,International Finance,FIN 471
Finance,Financial Decision Making,FIN 475
Finance,Advanced Financial Analysis,FIN 481
Finance,Seminar in Finance,FIN 489
Finance,Financial Planning Capstone,FIN 491
Finance,Nittany Lion Fund- Lead Fund Manager Practicum,FIN 495A
Finance,Nittany Lion Fund - Executive Board Practicum,FIN 495B
Finance,Financial Ethics,FIN 496A
Finance,Relationships Among Currency and Equity Markets and Energy Markets,FIN 496B
Finance,Health Care Finance,FIN 497C
Finance,Real Estate Financial Analysis,FIN 460 / R M 460
Finance,Managerial Accounting: Economic Perspective,ACCTG 404
Finance,Intermediate Financial Accounting 1,ACCTG 471
Finance,Intermediate Financial Accounting 2,ACCTG 472
Finance,Strategies for Enterprise Sustainability,B A 441
Finance,"Sustainable Behavior Of Consumers, Firms and Societies",B A 442
Finance,New Venture Creation,MGMT 425
Finance,Invention Commercialization,MGMT 426
Finance,Managing an Entrepreneurial Start-Up Company,MGMT 427
Finance,Business Analytics,MIS 301
Finance,Information Technology and Business Strategy,MIS 446
Finance,International Business Operations,I B 303
Finance,International Business and National Policies,I B 403
Finance,Contemporary Issues in International Businesses,I B 404
Finance,Business Environment of Europe,I B 450
Finance,International Business in Emerging Nations,I B 460
Finance,International Real Estate Markets,I B/ R M 480
Finance,Organizational Behavior and Design,MGMT 326
Finance,International Management,MGMT 461
Finance,Strategic Management,MGMT 471
Finance,Consumer Behavior Design,MKTG 330
Finance,Retailing,MKTG 327
Finance,Global Marketing,MKTG 445
Finance,Advertising and Sales Promotion,MKTG 422
Finance,Real Estate Fundamentals,R M 303
Finance,Contemporary Issues in Real Estate Markets,R M 450
Finance,Risk and Insurance,R M 302
Finance,"Risk, Strategy and Decision Making",R M 440
Finance,Demand Fulfillment,SCM 404
Finance,Manufacturing and Services Strategies,SCM 405
Finance,Strategic Procurement,SCM 406
Industrial Engineering,Introduction to Engineering Design,EDSGN 100S
Industrial Engineering,Chemical Principles 1,CHEM 110
Industrial Engineering,Experimental Chemistry 1,CHEM 111
Industrial Engineering,Rhetoric and Composition,ENGL 015/ ENGL 030
Industrial Engineering,Calculus with Analystical Geometry 1,MATH 140
Industrial Engineering,Programming for Engineers with MATLAB,CMPSC 200
Industrial Engineering,Microeconomics,ECON 102
Industrial Engineering,Macroeconomics,ECON 104
Industrial Engineering,Calculus with Analystical Geometry 2,MATH 141
Industrial Engineering,General Physics: Mechanics,PHYS 211
Industrial Engineering,Statics,E MCH 211
Industrial Engineering,Matricies,MATH 220
Industrial Engineering,Calculus of Several Variables,MATH 231
Industrial Engineering,General Physics: Electricity and Magnetism,PHYS 212
Industrial Engineering,Effective Speech,CAS 100
Industrial Engineering,Ordinary Differential Equations,MATH 250
Industrial Engineering,Strength of Material,E MCH 213
Industrial Engineering,Engineering Economy,I E 302
Industrial Engineering,"Product Design, Specification and Measurement",I E 305
Industrial Engineering,Probabilistic Models in Industrial Engineering,I E 322
Industrial Engineering,Introduction to Work Design,I E 327
Industrial Engineering,Properties and Processing of Engineering Materials,MASTE 259
Industrial Engineering,Engineering Analytics,I E 330
Industrial Engineering,Statistical Methods in Industrial Engineering,I E 323
Industrial Engineering,Deterministic Models in Operations Research,I E 405
Industrial Engineering,Machining Process Design and Analysis,I E 306
Industrial Engineering,Principles of Solidification Processing,I E 311
Industrial Engineering,Effective Writing: Technical Writing,ENGL 202C
Industrial Engineering,Stochastic Models in Operations Research,I E 425
Industrial Engineering,Human/Computer Interface Design,I E 418
Industrial Engineering,Manufacturing System Design and Analysis,I E 470
Industrial Engineering,Advanced Engineering Economy,I E 402
Industrial Engineering,Regression Analysis and Design of Experiments,I E 433
Industrial Engineering,Statistical Quality Control,I E 434
Industrial Engineering,Six Sigma Methodology,I E 436
Industrial Engineering,Optimization Modeling and Methods ,I E 468
Industrial Engineering,Introduction to Expert Systems,I E 462
Industrial Engineering,Simulation Modeling for Decision Support,I E 453
Industrial Engineering,Capstone Design Project,I E 480W
Industrial Engineering,Service Systems Engineering,I E 460
Industrial Engineering,Advanced Engineering Economy,I E 402
BSc Information Science and Technology,Introduction to C++ Programming,CMPSC 101
BSc Information Science and Technology,Introduction to Application Development,IST 140
BSc Information Science and Technology,"Information, People and Technology",IST 110
BSc Information Science and Technology,Organization and Data,IST 210
BSc Information Science and Technology,Networking and Telecommunications,IST 220
BSc Information Science and Technology,"Language, Logic and Discrete Mathematics",IST 230
BSc Information Science and Technology,Information and Organizations,IST 301
BSc Information Science and Technology,Foundations of Human-Centered Design,IST 331
BSc Information Science and Technology,Information Sciences and Technology Integration and Problem Solving,IST 440W
BSc Information Science and Technology,Elementary Statistics,STAT 200
BSc Information Science and Technology,Introductory Microeconomics Analysis and Policy,ECON 102
BSc Information Science and Technology,Introductory Macroeconomics Analysis and Policy,ECON 104
BSc Information Science and Technology,Effective Writing: Technical Writing,ENGL 202C
BSc Information Science and Technology,Effective Writing: Business Writing,ENGL 202D
BSc Information Science and Technology,Techniques of Calculus 1,MATH 110
BSc Information Science and Technology,IT Project Management,IST 302
BSc Information Science and Technology,Fundamentals of Systems and Enterprise Integration,IST 420
BSc Information Science and Technology,Advanced Enterprise Integration: Technologies and Applications,IST 421
BSc Information Science and Technology,Introduction to Computer Languages,IST 240
BSc Information Science and Technology,Intermediate and Object-Oriented Application Development,IST 242
BSc Information Science and Technology,Object-Oriented Design and Software Applications,IST 311
BSc Information Science and Technology,Application Development Design Studio 1,IST 261
BSc Information Science and Technology,Application Development Design Studio 2,IST 361
BSc Information Science and Technology,Distributed-Object Computing,IST 411
BSc Information Science and Technology,The Engineering of Complex Software Systems ,IST 412
BSc Information Science and Technology,Usability Engineering,IST 413
International Politics,Introduction to American National Government ,PL SC 001
International Politics,Introduction to Comparative Politics,PL SC 003
International Politics,Contemporary Political Ideologies,PL SC 007
International Politics,Interational Relations,PL SC 014
International Politics,Comparative Politics- Western Europe ,PL SC 020
International Politics,International Relations Theory,PL SC 418W
International Politics,The Politics of Terrorism ,PL SC 439
International Politics,American Foreign Policy,PL SC 442
International Politics,Governments and Politics,PL SC 455
International Politics,Politics and Insitutions of Latin-American Nations,PL SC 456
International Politics,Sociology of Deviance ,CRIM 406
International Politics,Introduction to Security and Risk Analysis,SRA 111
International Politics,Threat of Terrorism and Crime,SRA 211
Law and Society,American Civilization to 1877,HIST 020
Law and Society,American Civilization Since 1877,HIST 021
Law and Society,Contemporary Legal Issues,LA 100S
Law and Society,Introduction to American National Government,PL SC 001
Law and Society,Rights in America,PL SC 110
Law and Society,The American Legal Process,PL SC 472
Law and Society,Critical Thinking,PHIL 0010
Law and Society,Symbolic Logic,PHIL 012
Law and Society,Rhetoric and Law,CAS 321
Law and Society,Conflict Resolution and Negotiation,CAS 404
Law and Society,Introduction to Criminal Justice,CRIM 100
Law and Society,Introduction to Law,CRIM 113
Law and Society,Law and Society,CRIM/SOC 467
Law and Society,Fundraising Leadership: Building a Strong Base,L A 402
Law and Society,Undergraduate Field Experience or Practicum,LAWSC 495
Law and Society,Independent Studies,LAWSC 496
Law and Society,Employment Relationship: Law and Policy,LER 201
Law and Society,The Law of Labor- Management Relations,LER 401
Law and Society,History of Work in America,LER 458Y
Law and Society,Research Methods of Law and Government,L ST 370
Law and Society,Introduction to Philosophy of Law and Legal Ethics,PHIL 105
Law and Society,American Constitutional Law,PL SC 471
Management,Organizational Behavior and Design,MGMT 326
Management,"Business, Ethics and Society",MGMT 451W
Management,Strategic Management,MGMT 471
Management,Human Resources Management,MGMT 341
Management,Organizational Staffing and Developmnet,MGMT 441
Management,Performance Management,MGMT 443
Management,Manageing Differences in Organizations,MGMT 445
Management,Leadership and Change in Organizations,MGMT 355
Management,Negotiation and Conflict Management,MGMT 420
Management,International Management,MGMT 461
Management,Managerial Accounting: Economic Perspective,ACCTG 404
Management,Intermediate Financial Accounting 1,ACCTG 471
Management,Intermediate Financial Accounting 2,ACCTG 472
Management,Strategies for Enterprise Sustainability,B A 441
Management,"Sustainable Behavior Of Consumers, Firms and Societies",B A 442
Management,New Venture Creation,MGMT 425
Management,Invention Commercialization,MGMT 426
Management,Managing an Entrepreneurial Start-Up Company,MGMT 427
Management,Financial Management of the Business Enterprise,FIN 305
Management,Security Analysis and Portfolio Management,FIN 406
Management,Financial Markets and Institutions,FIN 408
Management,Business Analytics,MIS 301
Management,Information Technology and Business Strategy,MIS 446
Management,International Business Operations,I B 303
Management,International Business and National Policies,I B 403
Management,Contemporary Issues in International Businesses,I B 404
Management,Business Environment of Europe,I B 450
Management,International Business in Emerging Nations,I B 460
Management,International Real Estate Markets,I B/ R M 480
Management,Consumer Behavior Design,MKTG 330
Management,Retailing,MKTG 327
Management,Global Marketing,MKTG 445
Management,Advertising and Sales Promotion,MKTG 422
Management,Real Estate Fundamentals,R M 303
Management,Contemporary Issues in Real Estate Markets,R M 450
Management,Risk and Insurance,R M 302
Management,"Risk, Strategy and Decision Making",R M 440
Management,Demand Fulfillment,SCM 404
Management,Manufacturing and Services Strategies,SCM 405
Management,Strategic Procurement,SCM 406
Management Information Systems,Business Information Systems,MIS 204
Management Information Systems,Business Analytics,MIS 301
Management Information Systems,Business Data Management,MIS 431
Management Information Systems,Business Information System Analysis,MIS 432
Management Information Systems,Information Technology and Business Strategy,MIS 446
Management Information Systems,Management of Operations Information/ERP ,MIS 479W
Management Information Systems,Internet Technologies ,MIS 434
Management Information Systems,Business Intelligence for Decision Making,MIS 441
Management Information Systems,Managerial Accounting: Economic Perspective,ACCTG 404
Management Information Systems,Intermediate Financial Accounting 1,ACCTG 471
Management Information Systems,Intermediate Financial Accounting 2,ACCTG 472
Management Information Systems,Strategies for Enterprise Sustainability,B A 441
Management Information Systems,"Sustainable Behavior of Consumers, Firms and Societies",B A 442
Management Information Systems,New Venture Creation,MGMT 425
Management Information Systems,Invention Commercialization,MGMT 426
Management Information Systems,Managing an Entrepreneurial Start-Up Company,MGMT 427
Management Information Systems,Financial Management of the Business Enterprise,FIN 305
Management Information Systems,Security Analysis and Portfolio Management,FIN 406
Management Information Systems,Financial Markets and Institutions,FIN 408
Management Information Systems,International Business Operations,I B 303
Management Information Systems,International Business and National Policies,I B 403
Management Information Systems,Contemporary Issues in International Businesses,I B 404
Management Information Systems,Business Environment of Europe,I B 450
Management Information Systems,International Business in Emerging Nations,I B 460
Management Information Systems,International Real Estate Markets,I B/ R M 480
Management Information Systems,Organizational Behavior and Design,MGMT 326
Management Information Systems,International Management,MGMT 461
Management Information Systems,Strategic Management,MGMT 471
Management Information Systems,Consumer Behavior,MKTG 330
Management Information Systems,Retailing,MKTG 327
Management Information Systems,Advertising and Sales Promotion,MKTG 422
Management Information Systems,Real Estate Fundamentals,R M 303
