Group,Course Name,Course Code
International Business,Technical Analysis,FIN 236
International Business,Credit Risk Analysis,FIN 242
International Business,Transfer Pricing Theory and Practice,FIN 247
International Business,Fixed Income Securities,FIN 261
International Business,International Portfolio Management,FIN 263
International Business,Options and Derivatives,FIN 270
International Business,Options and Derivatives 2,FIN 271
International Business,Applied Risk Management,FIN 279
International Business,Computer Simulations and Risk Assessment,FIN 285
International Business,Public Sector Economics,ECON 134
International Business,Econometrics,ECON 184
Legal Studies,Introduction to Law,LGLS 10
Legal Studies,Law and Society Internship and Seminar,LGLS 89
Legal Studies,American Health Care: Law and Policy,LGLS 114
Legal Studies,Civil Rights and Civil Liberties: Constitutional Debates,LGLS 116
Legal Studies,Immigration and Human Rights,LGLS 123
Legal Studies,International Law and Development,LGLS 124
Legal Studies,Conflict Analysis and Intervention,LGLS 130
Legal Studies,"Patient Autonomy: Law, Medicine and Ethics",LGLS 131
Legal Studies,Environmental Law and Policy,LGLS 132
Legal Studies,Science on Trial,LGLS 138
Legal Studies,Investigating Justice,LGLS 140
Legal Studies,Law and Psychology,LGLS 142
Legal Studies,Advocacy for Policy Change,LGLS 161
Legal Studies,The Spirit of International Law,LGLS 180
Legal Studies,Advocacy in the International Criminal Court,LGLS 185
Legal Studies,Business Law,LGLS 189
Legal Studies,Greening the Ivory Tower: Improving Environmental Sustainability of Brandeis and Community,AMST 191
Legal Studies,American Legal History 1,HIST 160
Legal Studies,Introduction to Talmud,NEJS 25
Legal Studies,Introduction to the Qur'an,NEJS 186
Legal Studies,What Does it Mean to be a Global Citizen?,PHIL 126
Legal Studies,Constitutional Law,POL 115
Legal Studies,Topics in Law and Political Theory,POL 192
Legal Studies,The Legal Boundaries of Public and Private Life,AMST 60
Legal Studies,Conspiracy Theory,AMST 170
Legal Studies,American Legal History 2,HIST 160B
Legal Studies,Intermediate Talmud,NEJS 126
Legal Studies,Philosophy of Law,PHIL 125
Legal Studies,Administrative Law,POL 117
Legal Studies,"Production, Consumption and Exchange",ANTH 163
Mathematics,Explorations in Math: A Course for Educators,MATH 3
Mathematics,Precalculus Mathematics,MATH 5
Mathematics,Introduction to Probability and Statistics,MATH 8
Mathematics,Techniques of Calculus,MATH 10
Mathematics,Applied Linear Algebra,MATH 15
Mathematics,Multi Variable Algebra,MATH 20
Mathematics,"Honors Linear Algebra and Multi Variable Calculus, Part 1",MATH 22
Mathematics,Introduction to Proofs,MATH 23
Mathematics,Introduction to Groups,MATH 28
Mathematics,Advanced Calculus and Fourier Analysis,MATH 35
Mathematics,Probability,MATH 36A
Mathematics,Mathematical Statistics,MATH 36B
Mathematics,Differential Equations,MATH 37
Mathematics,"Introduction to Algebra, Part 1",MATH 100A
Mathematics,"Introduction to Algebra, Part 2",MATH 100B
Mathematics,Introduction to Differential Geometry,MATH 102
Mathematics,Introduction to Number Theory,MATH 108
Mathematics,"Introduction to Real Analysis, Part 1",MATH 110
Mathematics,Introduction to Complex Analysis,MATH 115
Mathematics,Algebra 1,MATH 131A
Mathematics,Algebra 2,MATH 131B
Mathematics,Geometric Analysis,MATH 140
Mathematics,Real Analysis,MATH 141
Mathematics,Topology 1,MATH 151A
Mathematics,Topology 2,MATH 151B
Mathematics,Combinatorics,MATH 160
Mathematics,Topics in Combinatorics,MATH 180
Mathematics,Topics in Algebra,MATH 201
Mathematics,Algebraic Geometry 1,MATH 202A
Mathematics,Algebraic Geometry 2,MATH 202B
Mathematics,Number Theory,MATH 203
Mathematics,T.A. Practicum,MATH 204
Mathematics,Topics in Differential Geopmetry and Analysis 1,MATH 211
Mathematics,Topology 3,MATH 221
Mathematics,Lie Groups,MATH 224
Mathematics,Econometrics,ECON 184
Mathematics,Data Analysis and Statistics Workshop,BIOL 107
Mathematics,Introduction to the Theory of Computation ,COSI 130
Mathematics,Mathematical Logic,PHIL 106
Mathematics,Classical Mechanics,PHYS 100
Mathematics,Mathematical Physics,PHYS 110
Mathematics,Biostatistics,BIOL 51
Molecular and Cell Biology,Advanced Cell Biology,BIOL 100
Molecular and Cell Biology,Molecular Biotechnology,BIOL 101
Molecular and Cell Biology,Structural Molecular Biology,BIOL 102
Molecular and Cell Biology,Mechanics of Cell Functions,BIOL 103
Molecular and Cell Biology,Molecular Biology,BIOL 105
Molecular and Cell Biology,Data Analysis and Statistics Workshop,BIOL 107
Molecular and Cell Biology,Human Genetics,BIOL 128
Molecular and Cell Biology,General Microbiology,BIOL 132
Molecular and Cell Biology,"Environmental Epidemiology: Ticks, Mosquitos and Soil Amoebae",BIOL 152
Molecular and Cell Biology,Project Lab: Barcoding and Virtual Barcoding of Species,BIOL 154
Molecular and Cell Biology,Project Laboratory in Biotechnology,BIOL 156
Molecular and Cell Biology,Project Laboratory in Microviology,BIOL 159
Molecular and Cell Biology,Human Reproductive and Developmental Biology,BIOL 160
Molecular and Cell Biology,DNA: Mechanisms and Research,BIOL 162
Molecular and Cell Biology,Computational Neuroscience,NBIO 136
Molecular and Cell Biology,Principles of Neuroscience,NBIO 140
Molecular and Cell Biology,Systems Neuroscience,NBIO 145
Molecular and Cell Biology,The Neurobiology of Human Disease,NBIO 146
Molecular and Cell Biology,Neurogenetics,NBIO 147
Molecular and Cell Biology,Cellular Mechanisms of Neuronal Excitability and Plasticity,NBIO 148
Molecular and Cell Biology,Cellular and Network Mechanisms of Memory,NBIO 161
Molecular and Cell Biology,Neurothology,NBIO 177
Molecular and Cell Biology,Introduction to Genetic Counseling,BIOL 202
Molecular and Cell Biology,Clinical Genetics 1,BIOL 204
Molecular and Cell Biology,Counceling Theory and Techniques,BIOL 205
Molecular and Cell Biology,Genetic Counseling: Case Conferences and Family Counceling,BIOL 207
Molecular and Cell Biology,Genetic Counceling Research 2,BIOL 213
Molecular and Cell Biology,Clinical Genetics 2,BIOL 220
Molecular and Cell Biology,American Health Policy & Practice and the Delivery of Genomic Health Care ,BIOL 235
Molecular and Cell Biology,Topics in Molecular Genetics and Development,BIOL 305
Molecular and Cell Biology,Mechanisms of Recombination,BIOL 316
Molecular and Cell Biology,Biological Physics,PHYS 105
Molecular and Cell Biology,Responsible Conduct of Science,CONT 300
Molecular and Cell Biology,Quantitative Biology Instrumentation Laboratory,QBIO 120
Neuroscience,Introduction to Behavioral Neuroscience,NPSY 11
Neuroscience,"Perception: Human, Animal and Machine",NPSY 12
Neuroscience,Hand and Brain,NPSY 17
Neuroscience,Introduction to Learning and Behavior,NPSY 18
Neuroscience,Introduction to Cognitive Neuroscience,NPSY 22
Neuroscience,Computational Neuroscience,NBIO 136
Neuroscience,Principles of Neuroscience,NBIO 140
Neuroscience,Systems Neuroscience,NBIO 145
Neuroscience,The Neurobiology of Human Disease,NBIO 146
Neuroscience,Neurogenetics,NBIO 147
Neuroscience,Cellular Mechanisms of Neuronal Excitability and Plasticity,NBIO 148
Neuroscience,Cellular and Network Mechanisms of Memory,NBIO 161
Neuroscience,Neurothology,NBIO 177
Neuroscience,Human Memory,NPSY 154
Neuroscience,Advanced Topics in Behavioral Neuroscience,NPSY 197
Neuroscience,Human Neuropsychology,NPSY 199
Neuroscience,Proseminar,BIOL 200
Neuroscience,Topics in Neurobiology,NBIO 306
Neuroscience,Systems/Computational Neuroscience Journal Club,NBIO 340
Neuroscience,Master's Research Lab,NEUR 296
Neuroscience,Master's Research Project,NEUR 299
Neuroscience,Dissertation Research,NEUR 401
Neuroscience,Neuroethics,PHIL 123
Neuroscience,Neurophilosophy,PHIL 153
Neuroscience,Introductory Biochemistry,BCHM 88
Neuroscience,Advanced Introductory Biochemistry,BCHM 100
Neuroscience,Advanced Biochemistry: Enzyme Mechanisms,BCHM 101
Neuroscience,Genetics and Genomics,BIOL 14
Neuroscience,Cells and Organisms,BIOL 15
Neuroscience,Physiology,BIOL 42
Neuroscience,Animal Behavior,BIOL 50
Neuroscience,Mechanisms of Cell Functions,BIOL 103
Neuroscience,Molecular Biology,BIOL 105
Neuroscience,Data Analysis and Statistics Workshop,BIOL 107
Neuroscience,Quantitative Biology Instrumentation Laboratory,QBIO 120
Neuroscience,Responsible Conduct of Science,CONT 300
Philosophy,Introduction to Philosophy,PHIL 1
Philosophy,Introduction to Symbolic Logic,PHIL 6
Philosophy,The Idea of the Market: Economic Philosophies,PHIL 13
Philosophy,Introduction to Ethics,PHIL 17
Philosophy,Biomedial Ethics,PHIL 23
Philosophy,Philosophy of Religion,PHIL 24
Philosophy,Business Ethics,PHIL 25
Philosophy,Philosophy of Language,PHIL 37
Philosophy,Contemporary Anaytic Philosophy,PHIL 66
Philosophy,Existentialism,PHIL 78
Philosophy,Mathematical Logic,PHIL 106
Philosophy,Kant's Moral Theory,PHIL 107
Philosophy,Ethics and Emotions,PHIL 109
Philosophy,Topics in Ethical Theory,PHIL 114
Philosophy,Topics in Political Philosophy,PHIL 116
Philosophy,Human Rights,PHIL 119
Philosophy,History of Ethics,PHIL 122
Philosophy,Neuroethics,PHIL 123
Philosophy,Philosophy of Law,PHIL 125
Philosophy,What Does It Mean to be a Global Citizen? ,PHIL 126
Philosophy,Infinity,PHIL 132
Philosophy,Philosophy of Perception,PHIL 134
Philosophy,Theory of Knowledge,PHIL 135
Philosophy,Personal Identity,PHIL 136
Philosophy,Topics in Logic,PHIL 139
Philosophy,"Social Policy qnd Rationality, Decision and Game Theory in Economics",PHIL 143
Philosophy,Topics in the Philosophy of Knowledge,PHIL 145
Philosophy,Idea of God,PHIL 146
Philosophy,Topics in Epistemology and Metaphysics,PHIL 150
Philosophy,Philosophy of Action,PHIL 151
Philosophy,Neurophilosophy,PHIL 153
Philosophy,Plato,PHIL 161
Philosophy,Aristotie,PHIL 162
Philosophy,Kant,PHIL 168
Philosophy,Graduate Proseminar,PHIL 200
Philosophy,Topics in Normative Philosophy,PHIL 214
Philosophy,Graduate Seminar in the Philosophy of Mind and Cognitive Science,PHIL 231
Philosophy,Graduate Seminar in Epistemology,PHIL 235
Philosophy,Master's Project,PHIL 299
Philosophy,Philosophical Approaches to Film Theory,ENG 61
Philosophy,Subjectivity,ENG 134
Philosophy,Knowledge and Power,HOID 102
Philosophy,Tragedy: Love and Death in the Creative Imagination,HUM/UWS 1
Philosophy,Modern Jewish Philosophy,NEJS 159
Philosophy,"Formal Semantics: Truth, Meaning and Language",LING 130
Philosophy,The Buddha: His Life and Teachings,REL 151
Physics,Natire's Nanotechnology,FYS 11
Physics,Introduction to Physical Laws and Phenomena 1,PHYS 10A
Physics,Introduction to Physical Laws and Phenomena 2,PHYS 10B
Physics,Introductory Physics 1,PHYS 11A
Physics,Introductory Physics 2,PHYS 11B
Physics,Advanced Introductory Physics 1,PHYS 15A
Physics,Advanced Introductory Physics 2,PHYS 15B
Physics,Introductory Laboratory 1,PHYS 18A
Physics,Introductory Laboratory 2,PHYS 18B
Physics,Physics Laboratory 1,PHYS 19A
Physics,Physics Laboratory 2,PHYS 19B
Physics,Waves and Oscillations,PHYS 20
Physics,Electronics Laboratory 1 ,PHYS 29
Physics,Electromagnetism,PHYS 30
Physics,Quantum Theory 1,PHYS 31A
Physics,Quantum Theory 2,PHYS 31B
Physics,Advanced Physics Laboratory,PHYS 39
Physics,Introduction to Thermodynamics and Statistical Mechanics,PHYS 40
Physics,Senior Research,PHYS 99
Physics,Classical Mechanics,PHYS 100
Physics,General Relativity,PHYS 102
Physics,Biological Physics,PHYS 105
Physics,Astrophysics,PHYS 108
Physics,Mathematical Physics,PHYS 110
Physics,Electromagnetic Theory 1,PHYS 161A
Physics,Electromagnetic Theory 2,PHYS 161B
Physics,Quantum Mechanics 1,PHYS 162A
Physics,Quantum Mechamisc 2,PHYS 162B
Physics,Statistical Physics and Thermodynamics,PHYS 163
Physics,Introduction to Astrophysics,PHYS 168
Physics,Advanced Laboratory,PHYS 169
Physics,Quantum Field Theory,PHYS 202
Physics,Advanced Examination Tutorial 1,PHYS 213
Physics,Dissertation Research ,PHYS 401
Physics,QBReC Lab,EL 248
Physics,Exploring Dark Matter and Dark Energy in the New Universe,FYS 71
Physics,Readings in Macromolecular Structure-Function Analysis,BCBP 200
Physics,Quantitative Biology Instrumentation Laboratory,QBIO 120
Politics,Introduction to Political Theory,POL 10
Politics,Introduction to Comparative Politics,POL 11
Politics,Introduction to American Government,POL 14
Politics,Introduction to International Relations,POL 15
Politics,Seminar: Political Leadership,POL 103
Politics,Elections in America,POL 105
Politics,The American Congress,POL 111
Politics,Democracy in America,POL 112
Politics,The American Presidency,POL 113
Politics,Constitutional Law,POL 115
Politics,Civil Liberties in America,POL 116
Politics,Administrative Law,POL 117
Politics,"Red States, Blue States: Understanding Contemporary American Voters",POL 119
Politics,The Politics of Policymaking,POL 120
Politics,"Partisanship and Policymaking: the Clinton, Bush and Obama Presidencies",POL 121
Politics,"Race, Inequality and the Social Policy",POL 124
Politics,Seminar: Managing Ethnic Conflict,POL 127B
Politics,Ending Deadly Conflict,POL 127A
Politics,The Politics of Revolution: State Violence and Popular Insurgency in the Third World,POL 128
Politics,Israeli Politics in Comparative Perspective,POL 138
Politics,Latin America Politics 1,POL 144A
Politics,The Government and Politics of China,POL 147
Politics,Seminar: Contemporary Chinese Politics,POL 148
Politics,Narco-Politics,POL 149
Politics,The War on Global Terrorism,POL 160
Politics,Conflict and Peacemaking in the Middle East,POL 164
Politics,Seminar: The Middle East in International Relations,POL 166
Politics,Seminar: International Political Economy,POL 172
Politics,U.S. Foreign Economic Policy,POL 173
Politics,China's Global Rise: The Challenge in Democratic Order,POL 179
Politics,Seminar: Democratic Theory,POL 190
Politics,Seminar: Topics in Law and Political Theory,POL 192
Politics,Shakespeare and the Politics of Leadership,POL 195
Politics,Graduate Seminar: Research Methods and Methodology,POL 212
Politics,Graduate Seminar: International Relations,POL 214
Politics,Graduate Seminar: American Political Behavior,POL 215
Politics,The Culture of the Cold War,AMST 185
Politics,American Legal History 1,HIST 160A
Politics,American Legal History 2,HIST 160B
Politics,America in the Progressive Era: 1890-1920,HIST 168
Politics,"Red Flags/Black Flags: Marxism vs. Anarchism, 1845-1968",HIST 181
Politics,American Health Care,HS 104
Politics,Wealth and Poverty,HS 110
Politics,Eli J. Segal Seminar in Citizen Leadership,HS 217
Politics,Civil Rights and Civil Liberties: Constitutional Debates,LGLS 116B
Politics,Topics in Political Philosophy,PHIL 116
Politics,"Protest, Politics and Change: Social Movements",SOC 155
Politics,The Spirit of International Law,IGS/LGLS 180
Politics,Advocacy in the International Criminal Court,IGS/LGLS 185
Psychology,Introduction to Behavioral Neuroscience,NPSY 11
Psychology,"Perception, Human, Animal and Machine",NPSY 12
Psychology,Hand and Brain,NPSY 17
Psychology,Introduction to Learning and Behavior,NPSY 18
Psychology,Introduction to Cognitive Neuroscience,NPSY 22
Psychology,Psychological and Socio-Cultural Perspectives on Health,PSYC 2
Psychology,Introduction to Psychology,PSYC 10
Psychology,Biological Bases of Motovation,PSYC 15
Psychology,Personality,PSYC 31
Psychology,Abnormal Psychology,PSYC 32
Psychology,Developmental Psychology,PSYC 33
Psychology,Social Psychology,PSYC 34
Psychology,Adolescence and the Transition to Maturity,PSYC 36
Psychology,Health Psychology,PSYC 38
Psychology,Statistics,PSYC 51
Psychology,Research Methods and Laboratory in Psychology,PSYC 52
Psychology,Advanced Topics in Behavioral Neuroscience,NPSY 197
Psychology,Human Neuropsychology,NPSY 199
Psychology,Life Span Development: Early and Middle Adulthood,PSYC 130
Psychology,Statistical Analysis Software (SAS) Applications,PSYC 140
Psychology,Organizational Behavior,PSYC 150
Psychology,Seminar on Sex Differences ,PSYC 160
Psychology,Clinical Psychology Practicum 1,PSYC 161A
Psychology,Clinical Psychology Practicum 2,PSYC 161B
Psychology,Disorders of Childhood,PSYC 169
Psychology,Social Neuroscience and Culture,PSYC 180
Psychology,Advanced Psychological Statistics 1,PSYC 210A
Psychology,Advanced Psychological Statistics 2,PSYC 210B
Psychology,Graduate Research Methods in Psychology,PSYC 211
Psychology,Research in Spatial Orientation,PSYC 220
Psychology,Research in Behavioral Neuroscience,PSYC 223
Psychology,"Research in Stress, Aging and Health",PSYC 222
Psychology,Research in Speech Perception and Cognitive Processes,PSYC 224
Psychology,Research in Cognitive Processes and Psychopathology,PSYC 226
Psychology,Research in Adolescent Health Psychology,PSYC 228
Psychology,Research in Person Perception,PSYC 229
Psychology,Research in Developmental Psychopathology,PSYC 232
Psychology,Research in Visual Cognition,PSCV 233
Psychology,Research in Life-Span Development,PSYC 234
Psychology,Research in Organizational Psychology,PSYC 235
Psychology,Research in Perceptual Development,PSYC 237
Psychology,Research in Human Motor Control,PSYC 239
Psychology,"Research in Aging, Culture and Cognition",PSYC 241
Psychology,Research in Forensics,PSYC 242
Psychology,Research in Social Neuroscience,PSYC 245
Psychology,Aging in Cross-Cultural Perspective,ANTH 111
Psychology,Organizational Behavior in Business,BUS 120
Psychology,Computer-Supported Cooperation,COSI 118
Psychology,The Psychology of Love: Education for Close Relationships,ED 173
Psychology,Psycolinguistics,LING 173
Psychology,Principles of Neuroscience,NBIO 140
Psychology,Neurothics,PHIL 123
Psychology,Human Memory,NPSY 154
Psychology,Psychological Anthropology,ANTH 155
Psychology,Topics in Computational Cognitive Science,COSI 111
Psychology,Creativity and Caring,ED 163
Psychology,"Perspectives on Behavioral health: Alcohol, Drugs and Mental Health",HSSP 115
Psychology,Law and Psychology,LGLS 142
Psychology,Language Acquisition and Development,LING 197
Psychology,Responsible Conduct of Science,CONT 300
Sociology,Order and Change in Society,SOC 1
Sociology,Sociology of Education,SOC 104
Sociology,Social Class and Social Change,SOC 112
Sociology,Masculinities,SOC 115
Sociology,Globalization and the Media,SOC 120
Sociology,Sociology of Work and Gender,SOC 117
Sociology,Observing the Social World: Doing Qualitative Sociology,SOC 118
Sociology,"Deconstructing War, Building Peace",SOC 119
Sociology,"Religion, Gender and Sexuality in America: A Sociological Approach",SOC 121
Sociology,The Sociology of American Immigration,SOC 122
Sociology,Gender and Human Rights,SOC 124
Sociology,Sociology of Religion,SOC 129
Sociology,Mass Communication Theory,SOC 146
Sociology,"The Sociology of Information: Politics, Power and Poverty",SOC 148
Sociology,Culture and Consumption,SOC 150
Sociology,Urban Life and Culture,SOC 152
Sociology,The Sociology of Empowerment,SOC 153
Sociology,Community Structure and Youth Subcultures,SOC 154
Sociology,"Protest, Politics and Change: Social Movements",SOC 155
Sociology,Intellectuals and Revolutionary Politics,SOC 162
Sociology,Issues in Sexuality,SOC 169
Sociology,"Environmental Movements: Organizations, Networks and Partnerships",SOC 175
Sociology,Applied Research Methods,SOC 182
Sociology,Sociology of Body and Health,SOC 189
Sociology,"Health, Community and Society",SOC 191
Sociology,Sociology of Mental Health and Illness,SPC 194
Sociology,Foundations of Sociological Theory,SOC 204
Sociology,Social Problems Theory and Research,SOC 208
Sociology,Social Movements,SOC 209
Sociology,"Gender, Class and Race",SOC 210
Sociology,Dissertation Research,SOC 401
Sociology,Aging in Cross-Cultural Perspective,ANTH 111
Sociology,"Red Flags/Black Flags: Marxism vs. Anarchism, 1845-1968",HIST 181
Sociology,Wealth and Poverty,HS 110
Sociology,Racial/Ethnic and Gender Inequalitis in Health and Health Care,HSSP 114
Sociology,Sociology of Disability,HSSP 192
Sociology,The Sociology of the American Jewish Community,NEJS 164
Sociology,Women's Gender and Sexuality Studies Research Seminar,WMGS 208
