Group,Course Name,Course Code
Electrical Engineering and Computer Science,Special Topics,EECS 498
Electrical Engineering and Computer Science,Advanced Directed Study,EECS 499
Electrical Engineering and Computer Science,Electromagnetic Theory 1,EECS 530
Electrical Engineering and Computer Science,Applied Quantum Mechanics,EECS 540
Electrical Engineering and Computer Science,Applied Quantum Mechanics 2,EECS 541
Electrical Engineering and Computer Science,Advanced Topics in Computer Vision,EECS 542
Electrical Engineering and Computer Science,Knowledge-Based Systems,EECS 543
Electrical Engineering and Computer Science,Machine Learning,EECS 545
Electrical Engineering and Computer Science,Robotic Kinematics and Dynamics,EECS 567
Electrical Engineering and Computer Science,Parallel Computer Architecture,EECS 570
Electrical Engineering and Computer Science,Computational Complexity,EECS 574
Electrical Engineering and Computer Science,Advanced Cryptography,EECS 575
Electrical Engineering and Computer Science,Digital Systems Testing,EECS 579
Electrical Engineering and Computer Science,Advanced Operating Systems,EECS 582
Electrical Engineering and Computer Science,Advanced Compilers,EECS 583
Electrical Engineering and Computer Science,Advanced Database Systems,EECS 584
Electrical Engineering and Computer Science,Design and Analysis of Algorithms,EECS 586
Electrical Engineering and Computer Science,Parallel Computing,EECS 587
Electrical Engineering and Computer Science,Computer and Network Security,EECS 588
Electrical Engineering and Computer Science,Advanced Computer Networks,EECS 589
Electrical Engineering and Computer Science,Advanced Artificial Intelligence,EECS 592
Electrical Engineering and Computer Science,Introduction to Adaptive Systmes,EECS 594
Electrical Engineering and Computer Science,Natural Language Processing ,EECS 595
Electrical Engineering and Computer Science,Special Topics,EECS 598
English,Academic Writing and Literature,ENGLISH 124
English,Writing and Academic Inquiry,ENGLISH 125
English,First Year Seminar on English Language and Literature,ENGLISH 140
English,First Year Interdisciplinary English Literature Seminar,ENGLISH 142
English,Introduction to Women and Literature,ENGLISH 215
English,Introduction to Sidability Studies,ENGLISH 216
English,Literature and Writing Outside the Classroom,ENGLISH 221
English,Creative Writing,ENGLISH 223
English,Academic Argumentation,ENGLISH 225
English,Directed Writing,ENGLISH 226
English,Introductory Playwriting,ENGLISH 227
English,Professional Writing,ENGLISH 229
English,Introduction to Short Story and Novel,ENGLISH 230
English,Honors Core in English Studies,ENGLISH 231
English,Intriduction to Visual Culture,ENGLISH 232
English,Introduction to Autobiogrophy,ENGLISH 235
English,Introduction to Poetry,ENGLISH 240
English,Honors Core Writing in English Studies,ENGLISH 242
English,Introduction to Drama and Theatre ,ENGLISH 245
English,Introduction to English Language Studies,ENGLISH 250
English,The Bible as Literature,ENGLISH 258
English,Introduction to British Literature,ENGLISH 260
English,Introduction to American Literature,ENGLISH 270
English,Introduction to Afro-American Literature,ENGLISH 274
English,Introduction to Digital Cultures,ENGLISH 280
English,Native Amerian Literature,ENGLISH 282
English,Themes in Language and Literature,ENGLISH 290
English,Topics in Language and Literature,ENGLISH 292
English,Introduction to Literary Studies,ENGLISH 298
English,Directed Study,ENGLISH 299
English,Language and Rhetorical Studies,ENGLISH 303
English,Exploring the English Language,ENGLISH 305
English,History of the English Language,ENGLISG 308
English,Discourse and Society,ENGLISH 310
English,Theater of Politics,ENGLISH 311
English,Camp Davis: History and Literature of the Rockies,ENGLISH 312
English,Topics in Literary Studies,ENGLISH 313
English,Gender and Sexuality Studies in Literature,ENGLISH 314
English,Women and Literature,ENGLISH 315
English,Disability Studies,ENGLISH 316
English,Literature and Culture,ENGLISH 317
English,Genre Studies,ENGLISH 318
English,Literature and Social Change,ENGLISH 319
English,Literature and the Environment,ENGLISH 320
English,Creative Writing: Fiction,ENGLISH 323
English,Creative Writing: Poetry,ENGLISH 324
English,Art of the Essay,ENGLISH 325
English,Community Writing and Public Culture,ENGLISH 326
English,Intermediate Playwriting,ENGLISH 327
English,Writing and the Environment,ENGLISH 328
English,Environmental Writing and Great Lakes Literature,ENGLISH 329
English,Major Directors,ENGLISH 330
English,Film Genres and Types,ENGLISH 331
English,Visual Culture,ENGLISH 332
English,Autobiography,ENGLISH 335
English,Studies in Poetry,ENGLISH 340
English,Fantasy,ENGLISH 341
English,Performance Studies,ENGLISH 346
English,American Theatre and Drama,ENGLISH 349
English,Literature in English to 1660,ENGLISH 350
English,"Literature in English, 1660-1830",ENGLISH 351
English,The Rise of the Novel,ENGLISH 360
English,The Victorian Novel,ENGLISH 362
English,The Modern Novel,ENGLISH 363
English,The American Novel,ENGLISH 362
English,The Contemporary Novel,ENGLISH 364
English,Shakespeare's Contemporaries,ENGLISH 366
English,Shakespeare's Principal Plays,ENGLISH 367
English,World Literature in English,ENGLISH 375
English,Literature in Afro-American Culture,ENGLISH 379
English,Intersections: Fictions and Feminisms of the African Diaspora,ENGLISH 380
English,Asian American Literatre,ENGLISH 381
English,Studies in Native American Literature,ENGLISH 382
English,Jewish Literature,ENGLISH 383
English,Caribbean Literature,ENGLISH 384
English,African Literature,ENGLISH 385
English,Latina/Latino Literature of the U.S.,ENGLISH 387
English,Pacific Literary and Cultural Studies,ENGLISH 388
English,Literature in African History,ENGLISH 389
English,Topics in Literary Criticism and Theory,ENGLISH 390
English,Honors Junior Seminar,ENGLISH 397
English,Junior Seminar in English Studies,ENGLISH 398
English,Topics in Language and Rhetorical Studies,ENGLISH 403
English,Theories of Writing,ENGLISH 405
English,Topics in English Language and Literature,ENGLISH 407
English,Varieties of English,ENGLISH 408
English,Old English,ENGLISH 409
English,Middle English,ENGLISH 410
English,Art of the Film,ENGLISH 411
English,Studies in Women and Literature,ENGLISH 415
English,Topics in Disability Cultures,ENGLISH 416
English,The Graphic Narrative,ENGLISH 418
English,Tehcnology and the Humanities,ENGLISH 420
English,Advanced Fiction Writing,ENGLISH 423
English,Advanced Poetry Writing,ENGLISH 424
English,Advanced Essay Writing,ENGLISH 425
English,Directed Writing,ENGLISH 426
English,Advanced Playwriting,ENGLISH 427
English,Studies in Visual Culture,ENGLISH 432
English,Modern Poetry,ENGLISH 440
English,Contemporary Poetry,ENGLISH 441
English,Studies in Poetry,ENGLISH 442
English,History of Theatre 1,ENGLISH 443
English,History of Theatre 2,ENGLISH 444
English,Modern Drama,ENGLISH 449
English,Studies in Medieval and Renaissance Literature,ENGLISH 450
English,"Studies in Literature, 1600-1830",ENGLISH 451
English,Studies in the Novel,ENGLISH 460
English,Modern British Literature,ENGLISH 463
English,Studies in Individual Authors,ENGLISH 464
English,Chaucer: The Cantebury Tales,ENGLISH 465
English,Topics in Shakespeare,ENGLISH 467
English,Milton,ENGLISH 469
English,Colonial and Revolutionary American Literature,ENGLISH 470
English,19th Century American Literature,ENGLISH 471
English,20th Century American Literature,ENGLISH 472
English,Topics in American Literature,ENGLISH 473
English,"The ""New Negro"" Renaissance",ENGLISH 474
English,History of Literary Criticism and Theory,ENGLISH 490
English,Special Topics in Language and Literature,ENGLISH  492
English,Honors Colloquium: Drafting the Thesis,ENGLISH 495
English,Honors Colloquium: Completing the Thesis,ENGLISH 496
English,Directed Teaching,ENGLISH 498
English,Directed Study,ENGLISH 499
History,What is History?,HISTORY 101
History,A History of the Present,HOSTORY 102
History,Introduction to History in the Humanities,HISTORY 103
History,Introduction to Religion,HISTORY 105
History,The Writing of History,HISTORY 195
History,First Year Seminar in Social Sciences,HISTORY 196
History,First Year Seminar in the Humanities,HISTORY 197
History,Ancient Greece to 323 B.C.E.,HISTORY 200
History,Rome,HISTORY 201
History,Doing History,HISTORY 202
History,Introduction to Japanese Civilization,HISTORY 203
History,East Asia: Early Trasformations,HISTORY 204
History,Modern East Asia,HISTORY 205
History,Indian Civilization,HISTORT 206
History,Southeast Asian Civilization,HISTORY 207
History,"Pre-Modern Europe, 300-1648",HISTORY 209
History,"Early Medieval Europe, 300-1000",HISTORY 210
History,"Later Medieval Europe, 1000-1500",HISTORY 211
History,Renaissance Europe,HISTORY 212
History,"Legacies of War, Empire and Revolution: Europe, 16448-Present",HISTORY 214
History,The History of Disaster,HISTORY 215
History,War and Society in the 20th Century: World War 1,HISTORY 216
History,The Philippines: Culture and History,HISTORY 219
History,Survey of British History from 1688,HISTORY 221
History,Global Environmental Histiry,HISTORY 222
History,Trashed! A History of Garbage in the Modern World,HISTORY 223
History,Global Nuclear Proliferation,HISTORY 224
History,The Latin Tinge: Latin Music in Social Context in Latin American and the U.S.,HISTORY 226
History,Introduction to Historical Anthropology,HISTORY 229
History,Humanities Topics in History,HISTORY 230
History,Social Science Topics in History,HISTORY 231
History,Interdisciplinary Topics in History,HISTORY 232
History,History of Sexually Transmitted Diseases from Syphilis to AIDS ,HISTORY 233
History,History of Medicine in the Western World from the 18th Century to the Present,HISTORY 234
History,History of Law and Social Justice,HISTORY 235
History,Zoom: A History of Everything,HISTORY 238
History,The World Before 1492,HISTORY 239
History,The World Since 1492,HISTORY 240
History,America and Middle Eastern Wars,HISTORY 241
History,Islamic World History,HISTORY 243
History,The History of the Arab-Israeli Conflict,HISTORY 244
History,Islam in Africa,HISTORY 245
History,Africa to 1850,HISTORY 246
History,Modern Africa,HISTORY 247
History,Jesus Comes to Asia: Conversion and Its Consequences in Asia,HISTORY 248
History,Introduction to Korean Civilization,HISTORY 249
History,China from Oracle Bones to the Opium War,HISTORY 250
History,The Chinese Renaissance: Cultural Transformations in 11th Century China,HISTORY 251
History,Introduction to Chinese Civilization,HISTORY 252
History,The History of Modern South Asia,HISTORY 255
History,Ancient Law,HISTORY 257
History,Sources of Jewish History,HISTORY 258
History,United States to 1865,HISTORY 260
History,"United States, 1865 to the Present",HISTORY 261
History,The American South,HISTORY 262
History,20th Century American Wars as Social and Personal Experience,HISTORY 266
History,Religion in the Making of African American,HISTORY 267
History,Introduction to the Talmud and the Rabbis,HISTORY 269
History,Religion in America,HISTORY 270
History,The Modern Civil Rights Movement,HISTORY 272
History,Survey of Afro-American History 1,HISTORY 274
History,Survey of Afro-American History 2,HISTORY 275
History,Environmental History of the Ancient Mediterranean,HISTORY 277
History,A History of the Economy,HISTORY 282
History,Sickness and Health in Society: 1492 to the Present,HISTORY 284
History,"Science, Technology , Medicine and Society",HISTORY 285
History,Aremenian History from Prehistoric Times to the Present,HISTORY 287
History,India Calling: Culture and Society in Contemporary India,HISTORY 288
History,Jews and Muslims,HISTORY 290
History,"Gender, Sex, Differences and Addiction: Girls Gone Wild",HISTORY 296
History,The Beginning and the End: A History of Cosmology,HISTORY 300
History,Discovery of the Universe,HISTORY 301
History,The Roman Republic,HISTORY 302
History,Roman Women,HISTORY 303
History,Interdisciplinary Topics in History,HISTORY 304
History,"History of the Ottoman Empire: The ""Classical Age"", (1300-1600)",HISTORY 306
History,"History of the Ottoman Empire: The ""Post-Classical Age"", (1600-1922)",HISTORY 307
History,"Eat, Pray, Love: Devotional Traditions in South Asia",HISTORY 308
History,After Alexander: The Hellenistic Age in the Mediterranean and the Near East,HISTORY 309
History,Globalozation in History: The Making of the Modern World,HISTORY 310
History,History of European Integration,HISTORY 312
History,"The Revolutionary Century: France, 1789-1900",HISTORY 313
History,American Constitutional History,HISTORY 315
History,Women and Gender in Medieval Europe: 500-1500,HISTORY 316
History,"Women and Gender in Early Modern Europe, 1500-1800",HISTORY 317
History,"Europe in the Era of the Total War, 1870-1945",HISTORY 318
History,Europe Since 1945,HISTORY 319
History,"Britain, 1901-1939: Culture and Politics",HISTORY 320
History,Culture and Politics in Britain Since 1945,HISTORY 321
History,The Origins of Nazism,HISTORY 322
History,French Enlightment,HISTORY 323
History,Muslims in Contemporary Europe,HISTORY 324
History,The History of Islam in South Asia,HISTORY 325
History,Modern Italy: 1815 to Present,HISTORY 326
History,The History of Sexuality,HISTORY 327
History,Humanities Topics in History,HISTORY 328
History,Social Science Topics in History,HISTORY 329
History,Poland in the Modern World,HISTORY 331
History,"Russia and the Soviet Union: Reform, Revolution and the Socialist Experiment",HISTORY 332
History,Selected Topics in Near and Middle Eastern Studies,HISTORY 334
History,Immigration Law: Critical Approaches to Contemporary Issues,HISTORY 335
History,"Black Women in the Unites States, Part 1: From the American Revolution through the Women's Era",HISTORY 336
History,"Doctors in the Ancient World: China, Greece and Rome",HISTORY 339
History,From Genghis Khan to the Taliban: Modern Central Asia,HISTORY 340
History,Rise of the Corporation,HISTORY 343
History,History of American Radicalism,HISTORY 346
History,Latin America: The Colonial Period,HISTORY 347
History,Latin America: The National Period,HISTORY 348
History,Revolutionary Movements in Modern Latin America,HISTORY 349
History,"Imperial China: Ideas, Men and Society",HISTORY 352
History,Sex and Sexuality in the U.S. Popular Culture,HISTORY 353
History,"War, Revellion and Revolution in China Through Two Centuries",HISTORY 354
History,"Health in Aerica: Patterns, Experiences and Inequalities",HISTORY 356
History,Topics in African History,HISTORY 357
History,Visions of the Past,HISTORY 359
History,Topics in Latin American History,HISTORY 358
History,September 11,HISTORY 360
History,"U.S. Intellectual History, 1750-1940",HISTORY 361
History,Literature in African History,HISTORY 362
History,"New York Modern: The Cultures of the Great Metropolis, 1800-Present",HISTORY 365
History,American Indian History,HISTORY 367
History,History of the Family in the U.S.,HISTORY 368
History,The History of the U.S. Mass Culture from Minstrelsy to Hip Hop,HISTIRY 369
History,Women and Gender in European History,HISTORY 372
History,History of the U.S. West,HISTORY 373
History,"The Politics and Culture of the ""Sixties""",HISTORY 374
History,A History of Witchcraft: The 1692 Salem Trials in Historical and Cross-Cultural Perspective,HISTORY 375
History,Epidemics: Plagues and Cultures from the Black Death to the Present,HISTORY 376
History,History of Latina/os in the U.S.,HISTORY 377
History,History of Asian Americans in the U.S.,HISTORY 378
History,Ancient Jewish History to 638 CE: From Israelite Origins to Islamic Conquest,HISTORY 381
History,Antisemitism and Philosemitism: Jews in Myth and Thought,HISTORY 384
History,The Holocaust,HISTORY 386
History,Black Feminist Thought and Practice,HISTORY 388
History,Topics in Mini-Course,HOSTORY 390
History,Topics in European History,HISTORY 391
History,Topics in Asian History,HISTORY 392
History,Topics in U.S. History,HISTORY 393
History,History of Turkish Republic,HISTOYR 394
History,Germany and the Black Diaspora,HISTORY 396
History,Topics in History,HISTORY 399
History,Problems in Greek History 1 ,HISTORY 400
History,Problems in Roman History 2,HISTORY 403
History,Pagans and Christians in the Roman World,HOSTORY 405
History,Advanced Study in Comparative and Transnational History,HISTORY 407
History,"The Byzantine Empire, 284-1453",HISTORY 408
History,The Politics of Civil Liberties and Civil Rights,HISTORY 411
History,Law and Society in Late Imperial and Modern China,HISTORY 415
History,19th Century of German and European Intellectual History,HISTORY 416
History,20th Century German and European Thought,HISTORY 417
History,Religions of the African Diaspora,HISTORY 421
History,Topics in Modern South Asian History,HISTORY 424
History,The Rise of Islam,HISTORY 428
History,Medieval and Early Modern Russia,HISTORY 432
History,Russia Under the Tsars: From Peter the Great to the Revolutions of 1917,HISTORY 433
History,"Russia in the 20th Century: War, Revolution and Reform",HISTORY 434
History,Moddern Middle East History,HISTORY 443
History,Topics in History,HISTORY 445
History,Social and Intellectual History of Modern China,HISTORY 446
History,Topics in Middle Eastern History,HISTORY 449
History,Japan to 1700: Origion Myth to Shogun Dynasty,HISTORY 450
History,Japan's Modern Transformations,HISTORY 451
History,Asians in American Film and Television,HISTORY 454
History,The History of Colonial India,HISTORY 457
History,Colonial America,HISTORY 460
History,Antebellum Society and the Civil War,HISTORY 463
History,Precolonial Southest Asia,HISTORY 469
History,From Mystic Saints to Holy Warriors: Islam in Southest Asia,HISTORY 470
History,Topics in Asian History,HISTORY 472
History,Brazil: History and Culture,HISTORY 473
History,From Colonial Saint-Domingue to Independent Haiti: History and Culture of an Exeptional Colonialand Post-Colonial Territory,HISTORY 474
History,American Business History,HISTORY 476
History,"Law, History and the Dynamics of Social Change",HISTORY 477
History,Topics in Latin American History,HISTORY 478
History,Conflict and Diplomacy in the Caucasus,HISTORY 480
History,Topics in European History,HISTORY 481
History,Conversions and Christianities in the Early Modern World and Beyond,HISTORY 487
History,Roman Catholicism and the Modern World,HISTORY 489
History,"The Left in Europe: Democracy and Its Horizons, 1789-2014",HISTORY 490
History,Topics in Economic History,HISTORY 494
History,The World the Mongols Made,HISTORY 495
History,History Colloquium ,HISTORY 496
History,History Colloquium ,HISTORY 497
History,Junior Honors Colloquiuim,HISTORY 498
History,Senior Honors Colloquium,HISTORY 499
History,"The Near East in the Period of the Crusades, 945-1258",HISTORY 537
History,Topics in African History,HISTORY 595
Macromolecular Science and Engineering,Design and Application of Biomaterials,MACROMOL 410
Macromolecular Science and Engineering,Polymeric Materials,MACROMOL 412
Macromolecular Science and Engineering,Polymer Physics,MACROMOL 512
Macromolecular Science and Engineering,Composite Materials,MACROMOL 514
Macromolecular Science and Engineering,Mechanical Behavior of Solid Polymeric Materials,MACROMOL 515
Macromolecular Science and Engineering,Advanced Functional Polymers: Molecular Deisgn and Applications,MACROMOL 530
Macromolecular Science and Engineering,Organic chemistry of Macromolecules,MACROMOL 538
Macromolecular Science and Engineering,Foundations of Nanotechnology 2,MACROMOL 559
"Molecular, Cellular and Developmental Biology",Undergraduate Research,MCDB 300
"Molecular, Cellular and Developmental Biology",Introductory Genetics Laboratory,MCDB 306
"Molecular, Cellular and Developmental Biology",Developmental Biology Laboratory,MCDB 308
"Molecular, Cellular and Developmental Biology",Introductory Biochemistry,MCDB 310
"Molecular, Cellular and Developmental Biology",Introductory Plant Physiology Lectures,MCDB 321
"Molecular, Cellular and Developmental Biology",Synapses,MCDB 351
"Molecular, Cellular and Developmental Biology",Neurobiology of Sensory and Motor Systems,MCDB 352
"Molecular, Cellular and Developmental Biology",Writing in Biology,MCDB 397
"Molecular, Cellular and Developmental Biology",Doing Science: An Introduction to Experimental Design in the Life Sciences,MCDB 399
"Molecular, Cellular and Developmental Biology",Advanced Research,MCDB 400
"Molecular, Cellular and Developmental Biology",Advanced Topics in Biology,MCDB 401
"Molecular, Cellular and Developmental Biology",Molecular Biology of Pain and Sensation,MCDB 402
"Molecular, Cellular and Developmental Biology",Molecular and Cell Biology of the Synapse,MCDB 403
"Molecular, Cellular and Developmental Biology","Genetics, Development and Evolution",MCDB 404
"Molecular, Cellular and Developmental Biology",Molecular Basis of Development,MCDB 405
"Molecular, Cellular and Developmental Biology",Capstone: ntegrating Cellular and Mollecular Biology Concepts,MCDB 410
"Molecular, Cellular and Developmental Biology",Protein Structure and Function,MCDB 411
"Molecular, Cellular and Developmental Biology",Teaching Biology,MCDB 412
"Molecular, Cellular and Developmental Biology",Microbial Genetics,MCDB 415
"Molecular, Cellular and Developmental Biology",Introduction to Bioinformatics,MCDB 416/ EEB 416
"Molecular, Cellular and Developmental Biology",Chromosome Structure and Function,MCDB 417
"Molecular, Cellular and Developmental Biology",Endocrinology,MCDB 418
"Molecular, Cellular and Developmental Biology",Endocrinology Laboratiry,MCDB 419
"Molecular, Cellular and Developmental Biology",Topics in Cellular and Molecular Neurobiology,MCDB 421
"Molecular, Cellular and Developmental Biology","Brain Development, Plasticity and Circuits ",MCDB 422
"Molecular, Cellular and Developmental Biology",Introduction to Research in Cellular and Molecular Neurobiology,MCDB 423
"Molecular, Cellular and Developmental Biology",Behavioral Neurobiology Laboratory,MCDB 424
"Molecular, Cellular and Developmental Biology",Molecular Endocrinology,MCDB 426
"Molecular, Cellular and Developmental Biology",Molecular Biology,MCDB 427
"Molecular, Cellular and Developmental Biology",Cell Biology,MCDB 428
"Molecular, Cellular and Developmental Biology",Laboratory in Cell and Molecular Biology,MCDB 429
"Molecular, Cellular and Developmental Biology",Molecular Biology of Plants,MCDB 430
"Molecular, Cellular and Developmental Biology",Plant Metabolic Biochemistry,MCDB 433
"Molecular, Cellular and Developmental Biology",Intracellular Trafficking,MCDB 435
"Molecular, Cellular and Developmental Biology",Introductory Immunology,MCDB 436
"Molecular, Cellular and Developmental Biology",Microbial Communication and Development,MCDB 437
"Molecular, Cellular and Developmental Biology",Cell Cycle Control and Cancer,MCDB 440
"Molecular, Cellular and Developmental Biology",Cell Biology and Disease,MCDB 441
"Molecular, Cellular and Developmental Biology",Bacterial Cell Biology,MCDB 444
"Molecular, Cellular and Developmental Biology",Genetics and Molecular Biology of Complex Behavior,MCDB 450
"Molecular, Cellular and Developmental Biology",Ion Channels and their Channeopathies,MCDB 453
"Molecular, Cellular and Developmental Biology",Cytoskeletal Dynamics,MCDB 454
"Molecular, Cellular and Developmental Biology",Cell Biology of Neurodegeneration,MCDB 455
"Molecular, Cellular and Developmental Biology","Genes, Circuits and Behavior",MCDB 456
"Molecular, Cellular and Developmental Biology",Neurobiology of Sexual and Aggressive Behaviors,MCDB 457
"Molecular, Cellular and Developmental Biology",Brain States and Behavior,MCDB 459
"Molecular, Cellular and Developmental Biology",Epigenetics,MCDB 462
"Molecular, Cellular and Developmental Biology",Advanced Methods in Biochemistry,MCDB 471
"Molecular, Cellular and Developmental Biology",Microbial Genes and Genomes,MCDB 489
"Molecular, Cellular and Developmental Biology",Responsible Conduct of Research and Scholarship in Biology,MCDB 499/EEB 499
Philosophy,Philosophical Dimensions of Personal Decisions,PHIL 151
Philosophy,Philosophy of Human Nature,PHIL 152
Philosophy,Philosophy and the Arts,PHIL 153
Philosophy,Science Fiction and Philosophy,PHIL 154
Philosophy,The Nature of Science,PHIL 155
Philosophy,Introduction to Ancient Philosophy,PHIL 157
Philosophy,Philosophy and Narrative,PHIL 158
Philosophy,Moral Principles and Problems,PHIL 160
Philosophy,The University of Michigan: A Moral Institute?,OHIL 162
Philosophy,Introductory Logic,PHIL 180
Philosophy,Philosophical Issues: An Introduction,PHIL 181
Philosophy,Critical Thinking,PHIL 183
Philosophy,First Year Seminar,PHIL 196
Philosophy,Introduction to Philosophy,PHIL 202
Philosophy,Global Justice,PHIL 224
Philosophy,Introduction to Buddhism,PHIL 230
Philosophy,Problems of Philosophy,PHIL 232
Philosophy,Introduction to Philosophy: Types pf Philosophy,PHIL 234
Philosophy,Environmental Ethics: Philosophical Underpinnings,PHIL 240
Philosophy,Introduction to Philosophy of Religion,PHIL 262
Philosophy,Introduction to Chinese Philosophy,PHIL 263
Philosophy,Second Year Seminar in Philosophy,PHIL 286
Philosophy,Honors Core in Philosophy,PHIL 295
Philosophy,Honors Introduction to Logic,PHIL 269
Philosophy,Honors Introduction to Philosophy,PHIL 297
Philosophy,Introduction to Symbolic Logic,PHIL 303
Philosophy,The World-View of Modern Science,PHIL 320
Philosophy,The Methods of Science,PHIL 322
Philosophy,Introduction to Indian Philosophy,PHIL 331
Philosophy,Post-Biblical Jewish Philosophy,PHIL 334
Philosophy,Minds and Machines,PHIL 340
Philosophy,Language and Mind,PHIL 345
Philosophy,Contemporary Moral Problems,PHIL 355
Philosophy,Issues in Bioethics,PHIL 356
Philosophy,Law and Philosophy,PHIL 359
Philosophy,Ethics,PHIL 361
Philosophy,Introduction to Political Philosophy,PHIL 366
Philosophy,Phenomenology and Existential Philosophy,PHIL 371
Philosophy,Nietzsche's Philosophical Though,PHIL 375
Philosophy,Environmental Ethics-Living Well and Nature,PHIL 376
Philosophy,Science and Objectivity,PHIL 381
Philosophy,Knowledge and Reality,PHIL 383
Philosophy,History of Philosophy: Ancient,PHIL 388
Philosophy,History of Philosophy: Seventeenth and Eighteenth Centuries,PHIL 389
Philosophy,Undergraduate Honors Seminar,PHIL 401
Philosophy,Undergraduate Seminar in Philosophy,PHIL 402
Philosophy,Aristotle,PHIL 406
Philosophy,Philosophy ad Economics,PHIL 408/ECON 408
Philosophy,Philosophy of Language,PHIL 409
Philosophy,Formal Philosophical Methods,PHIL 413
Philosophy,Mathematical Logic,PHIL 414
Philosophy,Philosophy of Science,PHIL 420
Philosophy,Problems of Space and Time,PHIL 423
Philosophy,Philosophy of Biology,PHIL 425
Philosophy,Philosophy and Linguistic Theory,PHIL 426
Philosophy,Ethical Analysis,PHIL 429
Philosophy,Topics in Ethics,PHIL 430
Philosophy,Aesthetics,PHIL 439
Philosophy,Philosophy of Film,PHIL 440
Philosophy,Topics in Political Philosophy,PHIL 442
Philosophy,Foundations of Rational Choice Theory,PHIL 443
Philosophy,Philosophy of Kant,PHIL 458
Philosophy,Medieval Philosophy,PHIL 463
Philosophy,The Scientific Revolution,PHIL 464
Philosophy,Topics in Continental Philosophy,PHIL 466
Philosophy,The Enlightenment and Skepticism,PHIL 467
Philosophy,Topics in 20th Century Philosophy,PHIL 475
Philosophy,Philosophy of Re;igion,PHIL 480
Philosophy,Metaphysics,PHIL 481
Philosophy,Philosophy of Mind,PHIL 482
Philosophy,Philosophy of Action,PHIL 485
Philosophy,Wittgenstein,PHIL 487
Philosophy,Senior Honors in Philosophy,PHIL 498
Philosophy,Senior Honors in Philosophy,PHIL 499
Physics,Everyday Physics,PHYSICS 106
Physics,"20th Century Concepts of Space, Time and Matter",PHYSICS 107
Physics,Natural Science: Bridging the Gaps,PHYSICS 109/CHEM 109
Physics,Cosmology: The Science of the Universe,PHYSICS 112
Physics,Physics First Year Seminar in Natural Sciences,PHYSICS 114
Physics,Principles of Physics,PHYSICS 115
Physics,From Quarks to Cosmos,PHYSICS 116
Physics,The Physical World,PHYSICS 119/CHEM 108
Physics,Foundations of Physics,PHYSICS 121
Physics,Physics for the Life Sciences 1,PHSYICS 135
Physics,Physics fro the Life Sciences Laboratory 1,PHYSICS 136
Physics,General Physics,PHYSICS 145
Physics,Honors Physics 1,PHYSICS 160
Physics,Honors Introductory Mechanics Lab,PHYSICS 161
Physics,"The Physical Universe: An Introduction to Modern Physics, Astrophysics and Cosmology",PHYSICS 169
Physics,Energy for the Future,PHYSICS 210
Physics,Physics for the Life Sciences 2,PHYSICS 235
Physics,Physics fro the Life Sciences Laboratory 2,PHYSICS 236
Physics,General Physics 2,PHYSICS 240
Physics,Elementary Laboratory 2,PHYSICS 241
Physics,Honors Physics 2,PHYSICS 260
Physics,Honors Electricity and Magnetism Lab,PHYSICS 261
Physics,Physics of Music,PHYSICS 288
Physics,Physics of the Body qnd Mind,PHSYICS 290
Physics,"Waves, Heat and Light Lab",PHYSICS 341
Physics,Methods of Theoretical Physics 1,PHYSICS 351
Physics,Honors Physics 3,PHYSICS 360
Physics,Cyberscience: ComputationalScience and the Rise of Fourth Paradigm,PHYSICS 365
Physics,Physical and Chemical Principles Behind Biology and Medicine,PHYSICS 370
Physics,Introduction to Modern Physics,PHYSICS 390
Physics,Introduction to Moern Physics Lab,PHYSICS 391
Physics,Intermediate Mechanics,PHYSICS 401
Physics,Optics,PHYSICS 402
Physics,Intermediate Electricity and <agnetism,PHYSICS 405
Physics,Statistical and Thermal Physics,PHYSICS 406
Physics,Introduction to Computational Physics,PHYSICS 411
Physics,Introduction to Nonlinear Dynamics and the Physics of Complexity,PHYSICS 413
Physics,Special Problems for Undergraduates,PHYSICS 415
Physics,Dynamical Processes in Biophysics,PHYSICS 417/BIOPHYS 417/CHEM 417
Physics,Physics for Educators,PHYSICS 420
Physics,Biocompexity,PHYSICS 433/BIOPHYS 433
Physics,Gravitational Physics,PHYSICS 435
Physics,Advanced Laboratory 1,PHYSICS 441
Physics,Advanced Laboratory 2,PHYSICS 442
Physics,Laboratory Techniques in Biophysics,PHYSICS 450/BIOPHYS 450
Physics,Methods of Theoretical Physics 2,PHYSICS 452
Physics,Quantum Mechanics,PHYSICS 453
Physics,Particle Physics and Cosmology,PHYSICS 457
Physics,Quantum Mechanics 2,PHYSICS 460
Physics,Introduction to Solid State Physics,PHYSICS 463
Physics,Senior Seminar,PHYSICS 465
Physics,"Science, Technology and Public Policy",PHYSICS 481
Physics,Senior Thesis 1,PHYSICS 496
Physics,Senior Thesis 2,PHYSICS 497
Physics,Introduction to Research for Honors Students,PHYSICS 498
Physics,Introduction to Research for Honors Students,PHYSICS 499
Psychology,Introduction to Psychology,PSYCH 111
Psychology,Introduction to Psychology asa Natural Science,PSYCH 112
Psychology,"Gender, Sex and Sexuality in Science ad Medicine",PSYCH 119
Psychology,First Year Seminar in Psychology as a Social Science,PSYCH 120
Psychology,First Year Seminar in Psychology as a Natural Science,PSYCH 121
